id,Predict
5204,10
5205,18
5206,25
5207,35
5208,26
5209,9
5210,34
5211,19
5212,16
5213,21
5214,11
5215,36
5216,22
5217,20
5218,13
5219,12
5220,13
5221,21
5222,12
5223,12
5224,37
5225,11
5226,26
5227,12
5228,21
5229,18
5230,26
5231,27
5232,38
5233,11
5234,12
5235,33
5236,40
5237,13
5238,26
5239,14
5240,28
5241,32
5242,12
5243,34
5244,21
5245,50
5246,32
5247,39
5248,31
5249,28
5250,20
5251,12
5252,28
5253,40
5254,58
5255,13
5256,21
5257,20
5258,25
5259,67
5260,21
5261,21
5262,27
5263,13
5264,21
5265,22
5266,23
5267,43
5268,41
5269,14
5270,26
5271,42
5272,21
5273,14
5274,18
5275,20
5276,37
5277,38
5278,12
5279,48
5280,21
5281,31
5282,22
5283,41
5284,12
5285,12
5286,25
5287,20
5288,10
5289,16
5290,20
5291,20
5292,22
5293,21
5294,13
5295,20
5296,12
5297,39
5298,46
5299,47
5300,10
5301,11
5302,15
5303,19
5304,71
5305,21
5306,44
5307,12
5308,29
5309,12
5310,12
5311,49
5312,12
5313,12
5314,46
5315,13
5316,20
5317,26
5318,21
5319,38
5320,44
5321,38
5322,17
5323,28
5324,19
5325,12
5326,11
5327,12
5328,11
5329,33
5330,11
5331,30
5332,13
5333,26
5334,28
5335,21
5336,22
5337,21
5338,16
5339,27
5340,20
5341,71
5342,26
5343,52
5344,50
5345,32
5346,13
5347,21
5348,12
5349,19
5350,38
5351,37
5352,20
5353,32
5354,12
5355,53
5356,24
5357,32
5358,33
5359,44
5360,41
5361,32
5362,20
5363,32
5364,22
5365,12
5366,40
5367,30
5368,14
5369,37
5370,27
5371,20
5372,13
5373,44
5374,20
5375,35
5376,35
5377,28
5378,43
5379,35
5380,49
5381,13
5382,20
5383,34
5384,12
5385,49
5386,31
5387,31
5388,34
5389,46
5390,43
5391,38
5392,31
5393,26
5394,32
5395,27
5396,11
5397,12
5398,21
5399,34
5400,13
5401,32
5402,26
5403,50
5404,27
5405,21
5406,12
5407,12
5408,20
5409,27
5410,24
5411,28
5412,27
5413,12
5414,8
5415,11
5416,20
5417,31
5418,28
5419,48
5420,22
5421,31
5422,13
5423,33
5424,31
5425,31
5426,22
5427,20
5428,20
5429,27
5430,13
5431,33
5432,15
5433,34
5434,13
5435,37
5436,12
5437,21
5438,27
5439,27
5440,19
5441,12
5442,12
5443,19
5444,21
5445,9
5446,18
5447,32
5448,22
5449,33
5450,21
5451,12
5452,40
5453,37
5454,17
5455,20
5456,21
5457,45
5458,25
5459,10
5460,12
5461,13
5462,12
5463,67
5464,31
5465,30
5466,38
5467,26
5468,34
5469,13
5470,13
5471,34
5472,33
5473,18
5474,29
5475,22
5476,32
5477,12
5478,39
5479,12
5480,28
5481,39
5482,13
5483,12
5484,29
5485,22
5486,30
5487,11
5488,18
5489,20
5490,10
5491,11
5492,13
5493,46
5494,13
5495,37
5496,40
5497,12
5498,37
5499,30
5500,27
5501,10
5502,30
5503,27
5504,26
5505,34
5506,26
5507,34
5508,32
5509,20
5510,21
5511,13
5512,27
5513,22
5514,14
5515,20
5516,20
5517,26
5518,14
5519,34
5520,19
5521,22
5522,23
5523,20
5524,21
5525,26
5526,26
5527,45
5528,13
5529,21
5530,27
5531,26
5532,27
5533,26
5534,18
5535,30
5536,21
5537,32
5538,27
5539,18
5540,27
5541,22
5542,12
5543,20
5544,13
5545,32
5546,14
5547,52
5548,57
5549,28
5550,30
5551,11
5552,42
5553,27
5554,36
5555,11
5556,27
5557,19
5558,21
5559,35
5560,41
5561,28
5562,13
5563,21
5564,40
5565,12
5566,20
5567,22
5568,27
5569,21
5570,32
5571,41
5572,21
5573,13
5574,44
5575,20
5576,14
5577,13
5578,10
5579,19
5580,20
5581,25
5582,20
5583,13
5584,24
5585,33
5586,59
5587,36
5588,42
5589,13
5590,40
5591,28
5592,23
5593,28
5594,39
5595,27
5596,38
5597,20
5598,46
5599,26
5600,28
5601,28
5602,38
5603,20
5604,19
5605,12
5606,12
5607,46
5608,29
5609,30
5610,20
5611,32
5612,22
5613,66
5614,37
5615,20
5616,22
5617,51
5618,34
5619,13
5620,26
5621,11
5622,20
5623,26
5624,50
5625,27
5626,38
5627,24
5628,30
5629,36
5630,30
5631,41
5632,29
5633,37
5634,42
5635,12
5636,11
5637,36
5638,28
5639,14
5640,27
5641,38
5642,24
5643,11
5644,27
5645,21
5646,31
5647,21
5648,31
5649,51
5650,37
5651,12
5652,21
5653,27
5654,32
5655,30
5656,14
5657,40
5658,28
5659,12
5660,41
5661,21
5662,71
5663,27
5664,32
5665,11
5666,18
5667,20
5668,15
5669,14
5670,21
5671,31
5672,67
5673,12
5674,19
5675,24
5676,12
5677,20
5678,19
5679,30
5680,20
5681,31
5682,12
5683,13
5684,31
5685,37
5686,26
5687,30
5688,13
5689,48
5690,14
5691,50
5692,12
5693,32
5694,20
5695,13
5696,31
5697,21
5698,49
5699,3
5700,12
5701,42
5702,32
5703,13
5704,38
5705,28
5706,12
5707,12
5708,12
5709,27
5710,27
5711,21
5712,32
5713,47
5714,11
5715,10
5716,36
5717,20
5718,28
5719,26
5720,51
5721,19
5722,27
5723,10
5724,13
5725,34
5726,13
5727,13
5728,22
5729,20
5730,12
5731,12
5732,23
5733,30
5734,13
5735,21
5736,17
5737,12
5738,20
5739,32
5740,50
5741,19
5742,45
5743,21
5744,39
5745,10
5746,25
5747,37
5748,39
5749,28
5750,20
5751,10
5752,21
5753,22
5754,13
5755,21
5756,13
5757,20
5758,21
5759,30
5760,48
5761,12
5762,12
5763,37
5764,13
5765,31
5766,20
5767,53
5768,13
5769,31
5770,38
5771,53
5772,50
5773,12
5774,11
5775,13
5776,26
5777,22
5778,27
5779,26
5780,11
5781,27
5782,13
5783,21
5784,23
5785,11
5786,36
5787,26
5788,21
5789,45
5790,18
5791,11
5792,26
5793,40
5794,27
5795,20
5796,51
5797,13
5798,12
5799,32
5800,12
5801,31
5802,19
5803,43
5804,30
5805,10
5806,31
5807,12
5808,11
5809,13
5810,20
5811,41
5812,11
5813,17
5814,36
5815,39
5816,11
5817,11
5818,32
5819,21
5820,30
5821,20
5822,11
5823,12
5824,51
5825,22
5826,12
5827,21
5828,39
5829,37
5830,19
5831,12
5832,37
5833,39
5834,38
5835,32
5836,31
5837,21
5838,68
5839,19
5840,26
5841,14
5842,21
5843,18
5844,27
5845,13
5846,12
5847,20
5848,52
5849,14
5850,68
5851,26
5852,21
5853,36
5854,23
5855,18
5856,12
5857,43
5858,40
5859,32
5860,27
5861,18
5862,20
5863,26
5864,32
5865,20
5866,32
5867,36
5868,31
5869,34
5870,31
5871,31
5872,15
5873,22
5874,28
5875,21
5876,19
5877,27
5878,28
5879,26
5880,28
5881,34
5882,22
5883,20
5884,13
5885,33
5886,11
5887,12
5888,26
5889,14
5890,37
5891,41
5892,51
5893,38
5894,21
5895,12
5896,20
5897,0
5898,13
5899,12
5900,13
5901,39
5902,37
5903,12
5904,20
5905,38
5906,29
5907,54
5908,13
5909,21
5910,47
5911,21
5912,13
5913,20
5914,26
5915,40
5916,44
5917,22
5918,20
5919,38
5920,21
5921,13
5922,19
5923,27
5924,12
5925,20
5926,33
5927,29
5928,79
5929,27
5930,11
5931,26
5932,11
5933,12
5934,30
5935,35
5936,39
5937,31
5938,42
5939,12
5940,23
5941,28
5942,23
5943,22
5944,12
5945,26
5946,31
5947,13
5948,27
5949,25
5950,12
5951,11
5952,41
5953,26
5954,11
5955,23
5956,19
5957,11
5958,39
5959,49
5960,29
5961,22
5962,9
5963,12
5964,26
5965,36
5966,40
5967,28
5968,34
5969,21
5970,10
5971,22
5972,20
5973,27
5974,13
5975,26
5976,20
5977,26
5978,21
5979,31
5980,20
5981,40
5982,13
5983,26
5984,13
5985,21
5986,32
5987,33
5988,38
5989,21
5990,12
5991,23
5992,36
5993,26
5994,21
5995,39
5996,34
5997,21
5998,25
5999,12
6000,32
6001,23
6002,40
6003,22
6004,11
6005,20
6006,51
6007,28
6008,30
6009,22
6010,28
6011,31
6012,12
6013,15
6014,20
6015,20
6016,35
6017,12
6018,13
6019,15
6020,12
6021,22
6022,21
6023,20
6024,41
6025,21
6026,16
6027,20
6028,9
6029,35
6030,28
6031,39
6032,32
6033,35
6034,25
6035,34
6036,22
6037,11
6038,18
6039,28
6040,13
6041,22
6042,11
6043,25
6044,22
6045,37
6046,12
6047,21
6048,46
6049,25
6050,46
6051,76
6052,10
6053,23
6054,26
6055,32
6056,26
6057,42
6058,26
6059,12
6060,31
6061,21
6062,13
6063,19
6064,49
6065,13
6066,26
6067,37
6068,19
6069,47
6070,37
6071,39
6072,33
6073,33
6074,22
6075,14
6076,26
6077,21
6078,11
6079,39
6080,22
6081,52
6082,14
6083,27
6084,14
6085,13
6086,20
6087,32
6088,20
6089,18
6090,13
6091,29
6092,14
6093,45
6094,27
6095,28
6096,36
6097,27
6098,27
6099,22
6100,27
6101,12
6102,16
6103,13
6104,32
6105,21
6106,22
6107,21
6108,45
6109,19
6110,21
6111,20
6112,12
6113,48
6114,12
6115,20
6116,26
6117,14
6118,11
6119,31
6120,20
6121,12
6122,29
6123,11
6124,23
6125,43
6126,46
6127,27
6128,31
6129,45
6130,32
6131,21
6132,27
6133,36
6134,20
6135,47
6136,42
6137,45
6138,35
6139,39
6140,23
6141,29
6142,20
6143,26
6144,53
6145,38
6146,22
6147,21
6148,19
6149,26
6150,22
6151,31
6152,20
6153,51
6154,21
6155,36
6156,20
6157,12
6158,13
6159,26
6160,18
6161,21
6162,37
6163,15
6164,40
6165,13
6166,13
6167,14
6168,37
6169,13
6170,37
6171,13
6172,30
6173,40
6174,20
6175,26
6176,13
6177,18
6178,13
6179,27
6180,21
6181,25
6182,11
6183,32
6184,32
6185,53
6186,20
6187,44
6188,34
6189,22
6190,49
6191,30
6192,28
6193,25
6194,11
6195,46
6196,13
6197,14
6198,10
6199,20
6200,31
6201,27
6202,11
6203,12
6204,42
6205,26
6206,19
6207,38
6208,15
6209,26
6210,12
6211,34
6212,33
6213,14
6214,12
6215,27
6216,27
6217,12
6218,31
6219,13
6220,35
6221,26
6222,36
6223,22
6224,9
6225,29
6226,35
6227,13
6228,24
6229,13
6230,12
6231,12
6232,20
6233,20
6234,12
6235,62
6236,26
6237,36
6238,19
6239,14
6240,47
6241,19
6242,26
6243,31
6244,12
6245,12
6246,21
6247,32
6248,37
6249,13
6250,53
6251,35
6252,29
6253,26
6254,20
6255,41
6256,11
6257,32
6258,26
6259,39
6260,27
6261,38
6262,19
6263,22
6264,45
6265,31
6266,31
6267,11
6268,21
6269,42
6270,20
6271,25
6272,37
6273,27
6274,29
6275,21
6276,27
6277,11
6278,34
6279,22
6280,47
6281,27
6282,13
6283,21
6284,27
6285,20
6286,14
6287,14
6288,13
6289,21
6290,20
6291,29
6292,53
6293,19
6294,12
6295,12
6296,57
6297,43
6298,24
6299,19
6300,13
6301,12
6302,35
6303,33
6304,13
6305,43
6306,38
6307,13
6308,12
6309,19
6310,19
6311,35
6312,20
6313,20
6314,31
6315,35
6316,36
6317,20
6318,13
6319,13
6320,19
6321,21
6322,20
6323,11
6324,13
6325,12
6326,27
6327,35
6328,43
6329,27
6330,21
6331,26
6332,12
6333,20
6334,20
6335,44
6336,22
6337,50
6338,12
6339,35
6340,14
6341,13
6342,31
6343,11
6344,13
6345,13
6346,41
6347,13
6348,26
6349,42
6350,25
6351,26
6352,20
6353,14
6354,67
6355,13
6356,63
6357,45
6358,34
6359,12
6360,20
6361,35
6362,25
6363,27
6364,20
6365,19
6366,35
6367,37
6368,30
6369,43
6370,31
6371,51
6372,23
6373,13
6374,31
6375,27
6376,24
6377,12
6378,13
6379,10
6380,32
6381,11
6382,39
6383,26
6384,32
6385,28
6386,26
6387,37
6388,27
6389,33
6390,18
6391,31
6392,12
6393,28
6394,13
6395,25
6396,47
6397,12
6398,28
6399,21
6400,26
6401,13
6402,35
6403,27
6404,28
6405,37
6406,21
6407,54
6408,21
6409,28
6410,56
6411,60
6412,13
6413,22
6414,35
6415,35
6416,43
6417,20
6418,20
6419,14
6420,28
6421,30
6422,32
6423,41
6424,21
6425,39
6426,25
6427,25
6428,20
6429,35
6430,11
6431,38
6432,14
6433,18
6434,27
6435,11
6436,20
6437,11
6438,27
6439,21
6440,22
6441,19
6442,13
6443,21
6444,20
6445,20
6446,20
6447,15
6448,30
6449,19
6450,12
6451,25
6452,14
6453,23
6454,40
6455,8
6456,19
6457,26
6458,34
6459,13
6460,35
6461,41
6462,52
6463,21
6464,21
6465,27
6466,12
6467,19
6468,29
6469,12
6470,21
6471,39
6472,10
6473,39
6474,25
6475,25
6476,26
6477,11
6478,20
6479,26
6480,19
6481,37
6482,26
6483,38
6484,12
6485,12
6486,12
6487,28
6488,29
6489,12
6490,38
6491,10
6492,30
6493,34
6494,69
6495,20
6496,13
6497,12
6498,32
6499,32
6500,39
6501,38
6502,11
6503,20
6504,29
6505,12
6506,34
6507,50
6508,32
6509,32
6510,20
6511,20
6512,31
6513,9
6514,13
6515,53
6516,29
6517,13
6518,20
6519,65
6520,27
6521,26
6522,51
6523,10
6524,22
6525,56
6526,26
6527,21
6528,32
6529,34
6530,36
6531,12
6532,19
6533,27
6534,51
6535,45
6536,29
6537,27
6538,18
6539,22
6540,26
6541,21
6542,25
6543,11
6544,31
6545,12
6546,21
6547,25
6548,35
6549,13
6550,66
6551,47
6552,51
6553,29
6554,69
6555,15
6556,37
6557,48
6558,11
6559,21
6560,25
6561,28
6562,20
6563,20
6564,55
6565,27
6566,12
6567,38
6568,20
6569,35
6570,28
6571,32
6572,21
6573,12
6574,56
6575,20
6576,19
6577,25
6578,39
6579,34
6580,26
6581,12
6582,12
6583,21
6584,13
6585,26
6586,43
6587,12
6588,13
6589,13
6590,13
6591,34
6592,19
6593,22
6594,21
6595,27
6596,40
6597,20
6598,26
6599,27
6600,19
6601,21
6602,33
6603,21
6604,27
6605,26
6606,28
6607,38
6608,14
6609,33
6610,19
6611,21
6612,11
6613,47
6614,13
6615,27
6616,44
6617,21
6618,31
6619,35
6620,22
6621,26
6622,12
6623,27
6624,50
6625,13
6626,20
6627,66
6628,17
6629,31
6630,23
6631,21
6632,21
6633,21
6634,18
6635,12
6636,42
6637,14
6638,35
6639,44
6640,26
6641,20
6642,11
6643,18
6644,45
6645,13
6646,13
6647,52
6648,19
6649,26
6650,34
6651,40
6652,22
6653,21
6654,11
6655,22
6656,21
6657,26
6658,28
6659,12
6660,20
6661,19
6662,27
6663,36
6664,10
6665,13
6666,22
6667,21
6668,23
6669,30
6670,37
6671,13
6672,21
6673,47
6674,19
6675,12
6676,21
6677,27
6678,21
6679,28
6680,39
6681,14
6682,34
6683,27
6684,22
6685,21
6686,22
6687,12
6688,29
6689,45
6690,46
6691,21
6692,31
6693,27
6694,43
6695,13
6696,19
6697,49
6698,21
6699,13
6700,28
6701,64
6702,28
6703,11
6704,19
6705,20
6706,46
6707,19
6708,24
6709,36
6710,28
6711,37
6712,41
6713,12
6714,13
6715,13
6716,32
6717,21
6718,12
6719,12
6720,20
6721,21
6722,13
6723,21
6724,21
6725,19
6726,31
6727,46
6728,26
6729,13
6730,16
6731,38
6732,19
6733,14
6734,27
6735,26
6736,31
6737,12
6738,27
6739,33
6740,19
6741,37
6742,55
6743,32
6744,42
6745,38
6746,13
6747,25
6748,37
6749,20
6750,12
6751,19
6752,19
6753,28
6754,22
6755,29
6756,10
6757,11
6758,20
6759,28
6760,38
6761,27
6762,26
6763,54
6764,32
6765,40
6766,21
6767,28
6768,19
6769,15
6770,29
6771,19
6772,20
6773,20
6774,35
6775,12
6776,25
6777,50
6778,11
6779,22
6780,40
6781,40
6782,43
6783,22
6784,19
6785,31
6786,27
6787,21
6788,20
6789,27
6790,13
6791,52
6792,13
6793,4
6794,29
6795,27
6796,12
6797,13
6798,11
6799,12
6800,51
6801,26
6802,35
6803,38
6804,24
6805,27
6806,13
6807,35
6808,12
6809,12
6810,26
6811,21
6812,13
6813,26
6814,24
6815,11
6816,12
6817,43
6818,12
6819,13
6820,12
6821,11
6822,20
6823,21
6824,43
6825,28
6826,22
6827,20
6828,33
6829,12
6830,31
6831,38
6832,21
6833,26
6834,21
6835,43
6836,13
6837,26
6838,13
6839,22
6840,12
6841,14
6842,20
6843,15
6844,49
6845,20
6846,22
6847,26
6848,19
6849,21
6850,12
6851,35
6852,27
6853,32
6854,27
6855,40
6856,20
6857,41
6858,21
6859,32
6860,13
6861,20
6862,32
6863,37
6864,34
6865,26
6866,31
6867,14
6868,13
6869,43
6870,12
6871,35
6872,10
6873,51
6874,11
6875,11
6876,13
6877,53
6878,20
6879,39
6880,21
6881,35
6882,27
6883,72
6884,51
6885,20
6886,13
6887,40
6888,20
6889,39
6890,36
6891,21
6892,27
6893,25
6894,36
6895,22
6896,29
6897,26
6898,21
6899,11
6900,26
6901,11
6902,26
6903,21
6904,34
6905,29
6906,47
6907,40
6908,13
6909,15
6910,11
6911,43
6912,22
6913,12
6914,27
6915,14
6916,36
6917,37
6918,20
6919,27
6920,12
6921,19
6922,34
6923,25
6924,53
6925,24
6926,21
6927,32
6928,58
6929,30
6930,12
6931,38
6932,40
6933,11
6934,13
6935,27
6936,25
6937,12
6938,29
6939,31
6940,21
6941,21
6942,35
6943,19
6944,38
6945,28
6946,26
6947,13
6948,40
6949,35
6950,13
6951,51
6952,31
6953,34
6954,36
6955,35
6956,42
6957,22
6958,33
6959,35
6960,20
6961,41
6962,10
6963,13
6964,14
6965,39
6966,48
6967,19
6968,22
6969,52
6970,21
6971,21
6972,12
6973,39
6974,20
6975,28
6976,15
6977,25
6978,34
6979,31
6980,39
6981,13
6982,42
6983,18
6984,19
6985,29
6986,19
6987,12
6988,62
6989,35
6990,11
6991,30
6992,12
6993,20
6994,51
6995,45
6996,10
6997,26
6998,14
6999,20
7000,51
7001,52
7002,21
7003,36
7004,31
7005,38
7006,31
7007,20
7008,26
7009,11
7010,21
7011,31
7012,21
7013,14
7014,35
7015,22
7016,26
7017,13
7018,11
7019,27
7020,22
7021,70
7022,24
7023,27
7024,20
7025,30
7026,27
7027,21
7028,12
7029,27
7030,27
7031,44
7032,14
7033,21
7034,21
7035,24
7036,42
7037,13
7038,35
7039,20
7040,26
7041,36
7042,26
7043,21
7044,24
7045,27
7046,28
7047,20
7048,41
7049,46
7050,19
7051,31
7052,11
7053,25
7054,13
7055,21
7056,19
7057,19
7058,12
7059,22
7060,20
7061,21
7062,27
7063,31
7064,14
7065,36
7066,13
7067,13
7068,31
7069,36
7070,23
7071,13
7072,11
7073,20
7074,16
7075,42
7076,12
7077,25
7078,35
7079,22
7080,19
7081,32
7082,19
7083,20
7084,14
7085,22
7086,28
7087,13
7088,24
7089,29
7090,14
7091,13
7092,38
7093,34
7094,25
7095,35
7096,48
7097,14
7098,25
7099,31
7100,11
7101,44
7102,21
7103,21
7104,21
7105,19
7106,28
7107,20
7108,20
7109,27
7110,21
7111,35
7112,24
7113,21
7114,13
7115,46
7116,21
7117,24
7118,29
7119,20
7120,12
7121,16
7122,46
7123,12
7124,26
7125,10
7126,41
7127,12
7128,13
7129,32
7130,12
7131,70
7132,25
7133,12
7134,24
7135,35
7136,11
7137,47
7138,27
7139,27
7140,37
7141,29
7142,27
7143,42
7144,13
7145,14
7146,20
7147,25
7148,37
7149,13
7150,12
7151,31
7152,40
7153,13
7154,10
7155,28
7156,43
7157,30
7158,34
7159,39
7160,49
7161,12
7162,22
7163,41
7164,22
7165,19
7166,25
7167,13
7168,11
7169,13
7170,52
7171,11
7172,12
7173,26
7174,27
7175,28
7176,21
7177,11
7178,21
7179,13
7180,37
7181,10
7182,13
7183,19
7184,11
7185,19
7186,44
7187,20
7188,26
7189,35
7190,27
7191,20
7192,55
7193,32
7194,22
7195,37
7196,13
7197,24
7198,35
7199,27
7200,23
7201,29
7202,21
7203,26
7204,72
7205,16
7206,20
7207,8
7208,27
7209,21
7210,27
7211,26
7212,11
7213,23
7214,13
7215,12
7216,55
7217,12
7218,22
7219,9
7220,20
7221,20
7222,25
7223,13
7224,20
7225,20
7226,28
7227,12
7228,14
7229,31
7230,21
7231,53
7232,27
7233,14
7234,51
7235,34
7236,21
7237,30
7238,31
7239,22
7240,12
7241,26
7242,19
7243,26
7244,20
7245,35
7246,27
7247,31
7248,22
7249,41
7250,35
7251,4
7252,48
7253,38
7254,11
7255,40
7256,27
7257,14
7258,12
7259,41
7260,11
7261,42
7262,12
7263,30
7264,14
7265,23
7266,13
7267,22
7268,27
7269,50
7270,39
7271,33
7272,21
7273,19
7274,13
7275,21
7276,9
7277,21
7278,26
7279,21
7280,21
7281,12
7282,62
7283,20
7284,17
7285,11
7286,30
7287,11
7288,37
7289,22
7290,40
7291,26
7292,29
7293,12
7294,27
7295,13
7296,28
7297,22
7298,28
7299,19
7300,41
7301,27
7302,45
7303,21
7304,14
7305,44
7306,28
7307,26
7308,29
7309,24
7310,13
7311,27
7312,12
7313,19
7314,13
7315,12
7316,45
7317,31
7318,12
7319,19
7320,46
7321,12
7322,32
7323,38
7324,37
7325,11
7326,52
7327,34
7328,45
7329,11
7330,40
7331,8
7332,27
7333,13
7334,18
7335,45
7336,27
7337,31
7338,13
7339,13
7340,26
7341,47
7342,12
7343,14
7344,21
7345,34
7346,20
7347,11
7348,29
7349,20
7350,11
7351,13
7352,27
7353,22
7354,28
7355,19
7356,15
7357,42
7358,12
7359,40
7360,69
7361,19
7362,20
7363,24
7364,21
7365,19
7366,21
7367,37
7368,14
7369,25
7370,19
7371,12
7372,34
7373,25
7374,20
7375,18
7376,45
7377,14
7378,13
7379,72
7380,22
7381,37
7382,21
7383,46
7384,12
7385,26
7386,12
7387,37
7388,21
7389,19
7390,25
7391,31
7392,18
7393,11
7394,20
7395,36
7396,17
7397,45
7398,22
7399,10
7400,26
7401,42
7402,10
7403,39
7404,46
7405,34
7406,12
7407,27
7408,35
7409,37
7410,12
7411,27
7412,13
7413,65
7414,19
7415,18
7416,19
7417,20
7418,12
7419,21
7420,22
7421,40
7422,20
7423,40
7424,21
7425,12
7426,12
7427,34
7428,22
7429,20
7430,51
7431,58
7432,24
7433,31
7434,20
7435,41
7436,12
7437,20
7438,53
7439,21
7440,12
7441,21
7442,26
7443,14
7444,32
7445,26
7446,46
7447,17
7448,47
7449,19
7450,8
7451,13
7452,20
7453,42
7454,21
7455,11
7456,46
7457,21
7458,31
7459,13
7460,18
7461,20
7462,26
7463,10
7464,34
7465,12
7466,12
7467,26
7468,20
7469,13
7470,26
7471,12
7472,32
7473,49
7474,43
7475,34
7476,36
7477,27
7478,41
7479,41
7480,15
7481,10
7482,20
7483,44
7484,37
7485,13
7486,32
7487,33
7488,27
7489,28
7490,25
7491,22
7492,52
7493,11
7494,20
7495,37
7496,11
7497,12
7498,27
7499,22
7500,34
7501,27
7502,12
7503,32
7504,18
7505,26
7506,16
7507,19
7508,31
7509,11
7510,28
7511,28
7512,27
7513,46
7514,33
7515,47
7516,20
7517,28
7518,15
7519,20
7520,13
7521,26
7522,20
7523,31
7524,12
7525,20
7526,31
7527,25
7528,39
7529,29
7530,27
7531,20
7532,14
7533,38
7534,12
7535,11
7536,22
7537,47
7538,21
7539,29
7540,11
7541,34
7542,22
7543,22
7544,13
7545,53
7546,35
7547,20
7548,43
7549,74
7550,19
7551,25
7552,26
7553,27
7554,19
7555,35
7556,20
7557,47
7558,43
7559,13
7560,49
7561,11
7562,26
7563,51
7564,11
7565,50
7566,21
7567,11
7568,10
7569,20
7570,20
7571,27
7572,28
7573,44
7574,11
7575,36
7576,41
7577,20
7578,34
7579,29
7580,12
7581,29
7582,24
7583,11
7584,27
7585,32
7586,21
7587,28
7588,25
7589,26
7590,21
7591,35
7592,24
7593,33
7594,44
7595,34
7596,20
7597,30
7598,32
7599,37
7600,8
7601,22
7602,13
7603,27
7604,27
7605,38
7606,11
7607,13
7608,19
7609,31
7610,21
7611,36
7612,22
7613,20
7614,20
7615,13
7616,12
7617,31
7618,39
7619,36
7620,21
7621,14
7622,35
7623,23
7624,20
7625,16
7626,38
7627,11
7628,11
7629,21
7630,11
7631,32
7632,26
7633,19
7634,19
7635,31
7636,12
7637,36
7638,38
7639,18
7640,34
7641,26
7642,21
7643,42
7644,27
7645,21
7646,14
7647,32
7648,36
7649,36
7650,40
7651,28
7652,12
7653,13
7654,53
7655,32
7656,36
7657,12
7658,34
7659,26
7660,36
7661,19
7662,19
7663,27
7664,26
7665,33
7666,19
7667,16
7668,26
7669,22
7670,26
7671,20
7672,42
7673,26
7674,12
7675,12
7676,31
7677,22
7678,26
7679,28
7680,12
7681,11
7682,29
7683,53
7684,21
7685,45
7686,36
7687,13
7688,21
7689,22
7690,21
7691,22
7692,21
7693,19
7694,22
7695,20
7696,12
7697,19
7698,21
7699,51
7700,12
7701,20
7702,12
7703,42
7704,48
7705,14
7706,12
7707,12
7708,31
7709,12
7710,21
7711,39
7712,30
7713,21
7714,41
7715,13
7716,22
7717,42
7718,35
7719,28
7720,11
7721,13
7722,33
7723,20
7724,20
7725,50
7726,13
7727,21
7728,35
7729,12
7730,20
7731,33
7732,26
7733,35
7734,25
7735,32
7736,38
7737,21
7738,26
7739,12
7740,59
7741,45
7742,35
7743,28
7744,10
7745,36
7746,11
7747,13
7748,13
7749,21
7750,26
7751,27
7752,27
7753,11
7754,49
7755,52
7756,19
7757,38
7758,26
7759,27
7760,13
7761,28
7762,11
7763,13
7764,12
7765,19
7766,13
7767,15
7768,26
7769,33
7770,51
7771,37
7772,12
7773,22
7774,11
7775,30
7776,28
7777,53
7778,54
7779,12
7780,34
7781,13
7782,11
7783,42
7784,39
7785,31
7786,11
7787,22
7788,15
7789,20
7790,14
7791,13
7792,28
7793,27
7794,71
7795,88
7796,40
7797,21
7798,23
7799,20
7800,11
7801,27
7802,28
7803,28
7804,21
7805,21
7806,37
7807,20
7808,47
7809,21
7810,9
7811,12
7812,31
7813,27
7814,11
7815,11
7816,14
7817,14
7818,12
7819,31
7820,36
7821,12
7822,10
7823,11
7824,28
7825,66
7826,51
7827,23
7828,19
7829,22
7830,21
7831,27
7832,13
7833,19
7834,27
7835,18
7836,32
7837,19
7838,19
7839,45
7840,21
7841,18
7842,50
7843,21
7844,40
7845,39
7846,18
7847,50
7848,12
7849,27
7850,27
7851,25
7852,31
7853,20
7854,20
7855,21
7856,25
7857,23
7858,65
7859,20
7860,11
7861,20
7862,25
7863,20
7864,36
7865,31
7866,32
7867,29
7868,40
7869,11
7870,20
7871,51
7872,13
7873,35
7874,39
7875,49
7876,12
7877,30
7878,11
7879,20
7880,28
7881,42
7882,27
7883,21
7884,32
7885,35
7886,13
7887,40
7888,43
7889,14
7890,23
7891,19
7892,21
7893,25
7894,52
7895,20
7896,30
7897,13
7898,15
7899,19
7900,11
7901,21
7902,12
7903,19
7904,21
7905,18
7906,40
7907,13
7908,13
7909,20
7910,38
7911,18
7912,19
7913,26
7914,27
7915,36
7916,50
7917,22
7918,38
7919,50
7920,36
7921,13
7922,32
7923,20
7924,19
7925,15
7926,27
7927,27
7928,44
7929,12
7930,30
7931,64
7932,21
7933,13
7934,24
7935,12
7936,22
7937,21
7938,20
7939,28
7940,20
7941,20
7942,19
7943,39
7944,33
7945,11
7946,11
7947,28
7948,11
7949,52
7950,28
7951,48
7952,36
7953,44
7954,19
7955,48
7956,21
7957,49
7958,12
7959,43
7960,39
7961,12
7962,26
7963,55
7964,37
7965,27
7966,28
7967,13
7968,46
7969,35
7970,50
7971,12
7972,12
7973,41
7974,12
7975,28
7976,39
7977,33
7978,30
7979,30
7980,13
7981,21
7982,19
7983,26
7984,26
7985,50
7986,52
7987,26
7988,29
7989,51
7990,12
7991,31
7992,43
7993,12
7994,31
7995,31
7996,14
7997,20
7998,11
7999,19
8000,27
8001,23
